Year    IndustryIndustryIndustryUnits   VariableVariableVariableValue   Industry_code_ANZSIC06
    2013Level 4 LL122   Non-ResiDollars H22     Closing Financia    3085ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H23     Surplus Financia    5557ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H24     Total asFinancia  160629ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H25     Current Financia   19828ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H26     Fixed taFinancia  119996ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H27     AdditionFinanciaS       ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H28     DisposalFinanciaS       ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H29     Other asFinancia   20804ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H30     Total eqFinancia  160629ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H31     ShareholFinancia   70693ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H32     Current Financia   29731ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H33     Other liFinancia   60205ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H34     Total inFinancia 2664900ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiDollars H35     Surplus Financia  970700ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiPercentaH36     Current Financia      67ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiPercentaH37     Quick raFinancia      56ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiPercentaH39     Return oFinancia       8ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiPercentaH40     Return oFinancia       3ANZSIC06 class L671200
    2013Level 4 LL122   Non-ResiPercentaH41     LiabilitFinancia      44ANZSIC06 class L671200
    2013Level 4 LL123   Real EstDollars H01     Total inFinancia    3058ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H04     Sales ofFinancia    2970ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H05     InterestFinancia      55ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H06     GovernmeFinancia       0ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H07     Non-operFinancia      34ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H08     Total exFinancia    2570ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H09     InterestFinancia      48ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H10     IndirectFinancia      12ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H11     DepreciaFinancia      58ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H12     SalariesFinancia     562ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H13     RedundanFinancia       0ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H14     SalariesFinancia     825ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H19     PurchaseFinancia    1020ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H20     Non-operFinancia      44ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H21     Opening Financia      13ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H22     Closing Financia      14ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H23     Surplus Financia     489ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H24     Total asFinancia    2764ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H25     Current Financia    1158ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H26     Fixed taFinancia    1000ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H27     AdditionFinancia     265ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H28     DisposalFinancia     111ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H29     Other asFinancia     606ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H30     Total eqFinancia    2764ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H31     ShareholFinancia    1324ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H32     Current Financia     784ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H33     Other liFinancia     656ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H34     Total inFinancia  361300ANZSIC06 group L672
    2013Level 4 LL123   Real EstDollars H35     Surplus Financia   57800ANZSIC06 group L672
    2013Level 4 LL123   Real EstPercentaH36     Current Financia     148ANZSIC06 group L672
    2013Level 4 LL123   Real EstPercentaH37     Quick raFinancia     146ANZSIC06 group L672
    2013Level 4 LL123   Real EstPercentaH39     Return oFinancia      37ANZSIC06 group L672
    2013Level 4 LL123   Real EstPercentaH40     Return oFinancia      18ANZSIC06 group L672
    2013Level 4 LL123   Real EstPercentaH41     LiabilitFinancia      48ANZSIC06 group L672
    2013Level 3 LL12    PropertyDollars H01     Total inFinancia   18313ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H04     Sales ofFinancia   15386ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H05     InterestFinancia    1098ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H06     GovernmeFinancia      29ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H07     Non-operFinancia    1800ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H08     Total exFinancia   12199ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H09     InterestFinancia    3140ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H10     IndirectFinancia     492ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H11     DepreciaFinancia     838ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H12     SalariesFinancia     957ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H13     RedundanFinancia       0ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H14     SalariesFinancia     825ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H19     PurchaseFinancia    5282ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H20     Non-operFinancia     665ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H21     Opening Financia    3167ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H22     Closing Financia    3100ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H23     Surplus Financia    6046ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H24     Total asFinancia  163392ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H25     Current Financia   20986ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H26     Fixed taFinancia  120996ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H27     AdditionFinancia   13233ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H28     DisposalFinancia    8938ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H29     Other asFinancia   21410ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H30     Total eqFinancia  163392ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H31     ShareholFinancia   72016ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H32     Current Financia   30515ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H33     Other liFinancia   60861ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H34     Total inFinancia 1290600ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyDollars H35     Surplus Financia  426100ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyPercentaH36     Current Financia      69ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyPercentaH37     Quick raFinancia      59ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyPercentaH39     Return oFinancia       8ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyPercentaH40     Return oFinancia       4ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 3 LL12    PropertyPercentaH41     LiabilitFinancia      44ANZSIC06 groups L671 (excluding class L6711), and L672
    2013Level 1 LL      Rental, Dollars H01     Total inFinancia   22634ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H04     Sales ofFinancia   19265ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H05     InterestFinancia    1413ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H06     GovernmeFinancia      31ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H07     Non-operFinancia    1926ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H08     Total exFinancia   15836ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H09     InterestFinancia    3731ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H10     IndirectFinancia     520ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H11     DepreciaFinancia    1560ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H12     SalariesFinancia    1543ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H13     RedundanFinanciaC       ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H14     SalariesFinancia     826ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H19     PurchaseFinancia    6897ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H20     Non-operFinancia     759ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H21     Opening Financia    3288ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H22     Closing Financia    3231ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H23     Surplus Financia    6742ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H24     Total asFinancia  181922ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H25     Current Financia   26886ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H26     Fixed taFinancia  126399ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H27     AdditionFinancia   14862ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H28     DisposalFinancia    9425ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H29     Other asFinancia   28637ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H30     Total eqFinancia  181922ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H31     ShareholFinancia   77765ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H32     Current Financia   34351ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H33     Other liFinancia   69807ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H34     Total inFinancia  895600ANZSIC06 division L
    2013Level 1 LL      Rental, Dollars H35     Surplus Financia  266700ANZSIC06 division L
    2013Level 1 LL      Rental, PercentaH36     Current Financia      78ANZSIC06 division L
    2013Level 1 LL      Rental, PercentaH37     Quick raFinancia      69ANZSIC06 division L
    2013Level 1 LL      Rental, PercentaH39     Return oFinancia       9ANZSIC06 division L
    2013Level 1 LL      Rental, PercentaH40     Return oFinancia       4ANZSIC06 division L
    2013Level 1 LL      Rental, PercentaH41     LiabilitFinancia      43ANZSIC06 division L
    2013Level 4 MN111   ScientifDollars H01     Total inFinancia    7078ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H04     Sales ofFinancia    6829ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H05     InterestFinancia     115ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H06     GovernmeFinancia      93ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H07     Non-operFinancia      40ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H08     Total exFinancia    6349ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H09     InterestFinancia      70ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H10     IndirectFinancia      23ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H11     DepreciaFinancia     131ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H12     SalariesFinancia    2644ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H13     RedundanFinancia      10ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H19     PurchaseFinancia    3400ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H20     Non-operFinancia      80ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H21     Opening Financia     251ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H22     Closing Financia     220ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H23     Surplus Financia     697ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H24     Total asFinancia    4212ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H25     Current Financia    2569ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H26     Fixed taFinancia     726ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H27     AdditionFinancia     240ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H28     DisposalFinancia     113ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H29     Other asFinancia     918ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H30     Total eqFinancia    4212ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H31     ShareholFinancia    1863ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H32     Current Financia    1888ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H33     Other liFinancia     462ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H34     Total inFinancia  234000ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifDollars H35     Surplus Financia   23100ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifPercentaH36     Current Financia     136ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifPercentaH37     Quick raFinancia     124ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifPercentaH39     Return oFinancia      37ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifPercentaH40     Return oFinancia      17ANZSIC06 groups M691 and M692
    2013Level 4 MN111   ScientifPercentaH41     LiabilitFinancia      44ANZSIC06 groups M691 and M692
    2013Level 4 MN112   Legal anDollars H01     Total inFinancia    5319ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H04     Sales ofFinancia    5275ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H05     InterestFinanciaC       ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H06     GovernmeFinanciaC       ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H07     Non-operFinancia      14ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H08     Total exFinancia    3734ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H09     InterestFinancia      79ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H10     IndirectFinancia      12ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H11     DepreciaFinancia      78ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H12     SalariesFinancia    1923ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H13     RedundanFinancia       1ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H19     PurchaseFinancia    1603ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H20     Non-operFinancia      39ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H21     Opening Financia      61ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H22     Closing Financia      70ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H23     Surplus Financia    1595ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H24     Total asFinancia    2841ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H25     Current Financia    1539ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H26     Fixed taFinancia     470ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H27     AdditionFinancia     143ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H28     DisposalFinancia      64ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H29     Other asFinancia     832ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H30     Total eqFinancia    2841ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H31     ShareholFinancia    1217ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H32     Current Financia     892ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H33     Other liFinancia     732ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H34     Total inFinancia  176800ANZSIC06 group M693
    2013Level 4 MN112   Legal anDollars H35     Surplus Financia   53000ANZSIC06 group M693
    2013Level 4 MN112   Legal anPercentaH36     Current Financia     172ANZSIC06 group M693
    2013Level 4 MN112   Legal anPercentaH37     Quick raFinancia     165ANZSIC06 group M693
    2013Level 4 MN112   Legal anPercentaH39     Return oFinancia     131ANZSIC06 group M693
    2013Level 4 MN112   Legal anPercentaH40     Return oFinancia      56ANZSIC06 group M693
    2013Level 4 MN112   Legal anPercentaH41     LiabilitFinancia      43ANZSIC06 group M693
    2013Level 4 MN113   AdvertisDollars H01     Total inFinancia   10514ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H04     Sales ofFinancia    7718ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H05     InterestFinancia    2434ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H06     GovernmeFinancia      54ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H07     Non-operFinancia     308ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H08     Total exFinancia    8559ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H09     InterestFinancia     776ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H10     IndirectFinancia      22ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H11     DepreciaFinancia     243ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H12     SalariesFinancia    2742ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H13     RedundanFinancia       8ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H19     PurchaseFinancia    4277ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H20     Non-operFinancia     499ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H21     Opening Financia      89ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H22     Closing Financia     112ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H23     Surplus Financia    1978ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H24     Total asFinancia   40774ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H25     Current Financia   17761ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H26     Fixed taFinancia    2051ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H27     AdditionFinancia     403ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H28     DisposalFinancia     309ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H29     Other asFinancia   20963ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H30     Total eqFinancia   40774ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H31     ShareholFinancia   15507ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H32     Current Financia   16617ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H33     Other liFinancia    8649ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H34     Total inFinancia  337600ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisDollars H35     Surplus Financia   63500ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisPercentaH36     Current Financia     107ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisPercentaH37     Quick raFinancia     106ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisPercentaH39     Return oFinancia      13ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisPercentaH40     Return oFinancia       5ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN113   AdvertisPercentaH41     LiabilitFinancia      38ANZSIC06 groups M694, M695, and M696
    2013Level 4 MN114   VeterinaDollars H01     Total inFinancia    1188ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H04     Sales ofFinancia    1161ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H05     InterestFinanciaC       ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H06     GovernmeFinanciaC       ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H07     Non-operFinancia       4ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H08     Total exFinancia    1044ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H09     InterestFinancia      11ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H10     IndirectFinancia       4ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H11     DepreciaFinancia      32ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H12     SalariesFinancia     344ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H13     RedundanFinancia       0ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H19     PurchaseFinancia     647ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H20     Non-operFinancia       5ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H21     Opening Financia      60ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H22     Closing Financia      65ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H23     Surplus Financia     149ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H24     Total asFinancia     710ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H25     Current Financia     324ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H26     Fixed taFinancia     218ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H27     AdditionFinancia      73ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H28     DisposalFinancia      34ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H29     Other asFinancia     168ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H30     Total eqFinancia     710ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H31     ShareholFinancia     252ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H32     Current Financia     286ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H33     Other liFinancia     172ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H34     Total inFinancia  190900ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaDollars H35     Surplus Financia   23900ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaPercentaH36     Current Financia     113ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaPercentaH37     Quick raFinancia      90ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaPercentaH39     Return oFinancia      59ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaPercentaH40     Return oFinancia      21ANZSIC06 groups M697 and M699
    2013Level 4 MN114   VeterinaPercentaH41     LiabilitFinancia      35ANZSIC06 groups M697 and M699
    2013Level 4 MN115   ComputerDollars H01     Total inFinancia    6187ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H04     Sales ofFinancia    6072ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H05     InterestFinancia      44ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H06     GovernmeFinancia      14ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H07     Non-operFinancia      56ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H08     Total exFinancia    5393ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H09     InterestFinancia      26ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H10     IndirectFinancia      13ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H11     DepreciaFinancia     134ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H12     SalariesFinancia    2358ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H13     RedundanFinancia       4ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H19     PurchaseFinancia    2780ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H20     Non-operFinancia      82ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H21     Opening Financia      47ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H22     Closing Financia      49ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H23     Surplus Financia     794ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H24     Total asFinancia    3465ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H25     Current Financia    2391ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H26     Fixed taFinancia     383ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H27     AdditionFinancia     153ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H28     DisposalFinancia      39ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H29     Other asFinancia     691ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H30     Total eqFinancia    3465ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H31     ShareholFinancia    1420ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H32     Current Financia    1637ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H33     Other liFinancia     408ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H34     Total inFinancia  270600ANZSIC06 group M700
    2013Level 4 MN115   ComputerDollars H35     Surplus Financia   34700ANZSIC06 group M700
    2013Level 4 MN115   ComputerPercentaH36     Current Financia     146ANZSIC06 group M700
    2013Level 4 MN115   ComputerPercentaH37     Quick raFinancia     143ANZSIC06 group M700
    2013Level 4 MN115   ComputerPercentaH39     Return oFinancia      56ANZSIC06 group M700
    2013Level 4 MN115   ComputerPercentaH40     Return oFinancia      23ANZSIC06 group M700
    2013Level 4 MN115   ComputerPercentaH41     LiabilitFinancia      41ANZSIC06 group M700
    2013Level 3 MN11    ProfessiDollars H01     Total inFinancia   30285ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H04     Sales ofFinancia   27056ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H05     InterestFinancia    2642ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H06     GovernmeFinancia     164ANZSIC06 division M
